neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,number_of_reviews_ltm
Bang Rak,13.72587,100.52974,Entire home/apt,3587,1,17,103,17
Ratchathewi,13.7509797,100.5250705,Entire home/apt,3728,1,0,348,0
Vadhana,13.72304,100.58545,Private room,9000,1,0,365,0
Vadhana,13.74518,100.55046,Entire home/apt,7900,1,2,359,2
Ratchathewi,13.751275,100.526131,Entire home/apt,3374,1,8,354,8
Parthum Wan,13.7427,100.55026,Entire home/apt,7252,1,4,355,4
Parthum Wan,13.74493,100.54954,Entire home/apt,7340,1,1,359,1
Bangkok Noi,13.75213,100.47142,Entire home/apt,700,2,7,310,7
Khlong Toei,13.71088,100.59241,Entire home/apt,1247,2,10,330,10
Suanluang,13.70707,100.61155,Private room,12000,1,0,338,0
Ratchathewi,13.751485,100.526154,Entire home/apt,3199,1,13,354,13
Phra Khanong,13.70298,100.60067,Entire home/apt,779,28,0,251,0
Sathon,13.71052,100.52028,Entire home/apt,1657,1,8,354,8
Vadhana,13.74022,100.55952,Entire home/apt,1800,1,42,318,42
Bang Na,13.67508,100.59645,Private room,2500,1,1,361,1
Ratchathewi,13.752594,100.53492,Entire home/apt,650,90,0,267,0
Suanluang,13.74569,100.63717,Private room,562,1,0,365,0
Bang Na,13.66825,100.61535,Entire home/apt,900,1,0,350,0
Bang Rak,13.72165,100.51603,Entire home/apt,3899,2,3,86,3
Vadhana,13.74097,100.58874,Entire home/apt,935,30,1,271,1
Chatu Chak,13.837107,100.5646741,Private room,500,1,0,358,0
Huai Khwang,13.76045,100.59078,Entire home/apt,1097,3,1,68,1
Huai Khwang,13.75165,100.59045,Entire home/apt,770,3,1,145,1
Lat Phrao,13.80935,100.61628,Entire home/apt,6657,30,0,365,0
Bang Sue,13.81306497122205,100.5303969779123,Private room,900,1,2,364,2
Phra Khanong,13.70477,100.60219,Entire home/apt,1299,1,0,90,0
Phra Khanong,13.69375,100.60754,Entire home/apt,1180,1,7,166,7
Phra Khanong,13.69351,100.60566,Entire home/apt,1250,1,13,354,13
Phra Khanong,13.69554,100.6075,Entire home/apt,1065,1,10,139,10
Khlong Toei,13.73365,100.55621,Entire home/apt,5847,1,11,332,11
Vadhana,13.7419,100.56145,Entire home/apt,1450,20,4,337,4
Parthum Wan,13.73164,100.54618,Entire home/apt,1100,29,2,143,2
Vadhana,13.74613,100.55755,Entire home/apt,1200,30,15,102,15
Suanluang,13.71176,100.607285,Entire home/apt,1200,5,0,365,0
Lak Si,13.882,100.58613,Entire home/apt,2000,1,0,84,0
Khlong Sam Wa,13.82836,100.72569,Entire home/apt,1000,7,4,269,4
Sathon,13.71772,100.53436,Entire home/apt,1000,30,0,253,0
Thon buri,13.71728,100.4841,Entire home/apt,655,3,10,283,10
Vadhana,13.73929,100.56215,Entire home/apt,2474,1,13,56,13
Vadhana,13.740368,100.585083,Private room,1912,2,14,342,14
Bang Na,13.66804,100.61511,Entire home/apt,920,1,1,350,1
Phra Nakhon,13.751414,100.497009,Private room,3914,1,8,333,8
Khlong Toei,13.73594,100.56004,Entire home/apt,2343,1,15,152,15
Khlong San,13.718238402575494,100.5080034868573,Private room,900,1,1,359,1
Bangkok Noi,13.75275,100.48274,Private room,1180,1,0,364,0
Phra Khanong,13.68193,100.63266,Entire home/apt,799,1,0,87,0
Bang Sue,13.82023,100.53044,Entire home/apt,661,28,1,91,1
Ratchathewi,13.75478,100.56435,Entire home/apt,1791,7,13,306,13
Ratchathewi,13.75416,100.56259,Entire home/apt,1791,7,1,306,1
Ratchathewi,13.75439,100.56267,Entire home/apt,1791,7,0,360,0
Huai Khwang,13.7528,100.56471,Entire home/apt,1791,7,1,306,1
Chatu Chak,13.832390785217283,100.57575225830078,Private room,995,1,0,360,0
Khlong San,13.70778,100.49997,Private room,3171,1,0,364,0
Taling Chan,13.79515,100.41324,Private room,1381,1,0,362,0
Taling Chan,13.79547,100.41191,Private room,1381,1,0,364,0
Taling Chan,13.7933,100.41293,Private room,1381,1,1,345,1
Bang Sue,13.81216,100.51922,Entire home/apt,850,28,1,365,1
Samphanthawong,13.739311,100.509079,Private room,1500,1,0,365,0
Din Daeng,13.770788,100.569916,Entire home/apt,1900,30,0,365,0
Bang Khen,13.84786,100.63416,Private room,907,1,0,365,0
Bang Rak,13.728936,100.536118,Private room,2300,1,20,318,20
Bang Khae,13.71455,100.40964,Private room,946,1,1,365,1
Bang Rak,13.725778,100.538231,Private room,9714,1,1,257,1
Suanluang,13.74173,100.60187,Private room,890,1,1,365,1
Suanluang,13.74106,100.60171,Private room,890,1,0,365,0
Bang Rak,13.72398,100.52909,Entire home/apt,12000,4,0,173,0
Bang Kapi,13.774125,100.640572,Private room,1500,1,0,365,0
Min Buri,13.814611,100.733452,Private room,1000,30,0,365,0
Ratchathewi,13.750224,100.555481,Entire home/apt,5786,28,1,59,1
Don Mueang,13.92579,100.5845,Entire home/apt,599,3,8,351,8
Vadhana,13.74704,100.5594,Entire home/apt,1200,30,13,134,13
Khlong Toei,13.7143,100.59006,Entire home/apt,1378,14,4,328,4
Chatu Chak,13.8242,100.57396,Private room,600,2,0,365,0
Khlong Toei,13.71151,100.59417,Private room,729,1,4,333,4
Parthum Wan,13.72984,100.54629,Entire home/apt,1300,30,0,365,0
Khlong Toei,13.72694,100.5644,Entire home/apt,1200,30,1,231,1
Vadhana,13.73755,100.5832,Entire home/apt,3040,1,0,364,0
Sathon,13.71654,100.53257,Entire home/apt,1000,30,1,256,1
Bang Na,13.6711,100.63681,Entire home/apt,350,60,0,365,0
Din Daeng,13.79769,100.57056,Entire home/apt,1300,1,0,365,0
Huai Khwang,13.75411,100.58308,Private room,6500,1,0,365,0
Taling Chan,13.758586486188726,100.44325173677062,Private room,2000,1,0,365,0
Phra Nakhon,13.7645,100.49954,Private room,777,1,1,330,1
Huai Khwang,13.75355,100.56702,Private room,550,3,1,358,1
Vadhana,13.7403,100.56691,Entire home/apt,2571,30,0,150,0
Lat Krabang,13.720327337969437,100.73374311253204,Entire home/apt,1122,1,60,129,60
Huai Khwang,13.77016,100.58012,Private room,9900,1,0,255,0
Vadhana,13.727844,100.591187,Entire home/apt,7977,1,45,352,45
Vadhana,13.746276,100.551529,Entire home/apt,1277,1,1,272,1
Ratchathewi,13.754979,100.539131,Entire home/apt,3200,1,0,342,0
Chatu Chak,13.80274,100.57594,Private room,1000,7,1,365,1
Bang Rak,13.728936,100.536118,Private room,7429,1,10,288,10
Vadhana,13.73299,100.58331,Entire home/apt,1800,1,6,137,6
Ratchathewi,13.75713,100.53534,Private room,4300,1,0,358,0
Bangkok Yai,13.7384,100.48383,Entire home/apt,1450,3,18,2,18
Huai Khwang,13.77109,100.57563,Entire home/apt,859,28,2,325,2
Pra Wet,13.68918,100.64413,Private room,871,30,0,356,0
Sathon,13.70838,100.52763,Entire home/apt,1500,7,4,186,4
Huai Khwang,13.77983,100.57451,Entire home/apt,1200,30,3,82,3
Vadhana,13.73344,100.56682,Private room,1257,1,9,334,9
Ratchathewi,13.75424,100.53969,Entire home/apt,3200,1,0,359,0
Bang Na,13.67983,100.60876,Private room,2921,1,0,295,0
Ratchathewi,13.75433,100.53995,Entire home/apt,3200,1,0,356,0
Huai Khwang,13.77602,100.57893,Entire home/apt,1540,1,0,365,0
Ratchathewi,13.75592,100.53999,Entire home/apt,3200,1,0,336,0
Ratchathewi,13.75616,100.53994,Entire home/apt,3200,1,0,341,0
Ratchathewi,13.75387,100.53934,Entire home/apt,3200,1,1,332,1
Ratchathewi,13.75392,100.5383,Entire home/apt,3143,1,2,349,2
Khlong San,13.71642,100.508377,Entire home/apt,3628,1,0,210,0
Bang Rak,13.725804,100.538231,Private room,7429,1,2,359,2
Bang Na,13.67981,100.61012,Private room,2921,1,0,295,0
Bang Na,13.68172,100.60973,Private room,4207,1,0,295,0
Vadhana,13.739385,100.561234,Entire home/apt,2424,1,26,53,26
Khlong Toei,13.734141212686286,100.55680822581051,Entire home/apt,1390,5,0,303,0
Khlong Toei,13.722545,100.576973,Entire home/apt,1745,3,25,230,25
Phra Khanong,13.69137,100.59355,Private room,711,1,0,353,0
Sathon,13.7174,100.53269,Entire home/apt,1390,30,1,253,1
Vadhana,13.74336,100.55554,Entire home/apt,1870,5,10,109,10
Vadhana,13.74245,100.57599,Private room,990,3,2,359,2
Huai Khwang,13.77242,100.57476,Entire home/apt,899,27,5,318,5
Vadhana,13.7455524,100.5688783,Entire home/apt,1471,1,1,89,1
Parthum Wan,13.74658,100.54966,Entire home/apt,1450,60,0,158,0
Bang Rak,13.72586,100.5343,Entire home/apt,2553,40,0,74,0
Thon buri,13.72189,100.49132,Private room,1600,1,0,365,0
Din Daeng,13.771086,100.571274,Private room,1490,1,11,360,11
Vadhana,13.74059,100.58901,Entire home/apt,2250,21,0,156,0
Chatu Chak,13.832385,100.575821,Private room,2350,1,0,364,0
Vadhana,13.73963,100.59101,Entire home/apt,2175,21,0,160,0
Vadhana,13.72373,100.58372,Entire home/apt,975,29,2,115,2
Vadhana,13.73916,100.59105,Entire home/apt,2175,21,1,138,1
Parthum Wan,13.74166,100.54321,Private room,15714,1,0,362,0
Khan Na Yao,13.84183,100.66454,Private room,662,1,1,364,1
Din Daeng,13.78511,100.56988,Private room,3636,3,0,354,0
Lat Krabang,13.72016,100.75726,Private room,1546,1,2,357,2
Phasi Charoen,13.71492,100.45348,Entire home/apt,1134,3,16,330,16
Din Daeng,13.771129,100.571327,Private room,1528,1,8,351,8
Khlong Toei,13.717734,100.573616,Private room,3271,1,0,365,0
Vadhana,13.745172,100.557495,Private room,2243,1,19,347,19
Vadhana,13.7277,100.5762,Entire home/apt,2400,30,6,302,6
Suanluang,13.7091748,100.6069796,Entire home/apt,780,1,21,293,21
Khlong Toei,13.73312,100.56311,Entire home/apt,700,28,0,334,0
Khlong Toei,13.73698,100.55898,Entire home/apt,1780,1,40,203,40
Vadhana,13.73813,100.56533,Entire home/apt,5000,7,3,174,3
Chom Thong,13.689663,100.45874,Private room,650,1,0,83,0
Bang Khen,13.857946,100.646194,Entire home/apt,800,1,0,365,0
Chatu Chak,13.832381,100.575775,Private room,1107,1,0,346,0
Chatu Chak,13.83213710784912,100.57576751708984,Private room,1116,1,0,346,0
Chatu Chak,13.83319,100.57646,Private room,1150,1,0,346,0
Chatu Chak,13.832135200500488,100.5757827758789,Private room,1116,1,0,346,0
Vadhana,13.73824,100.5659,Entire home/apt,5000,7,1,162,1
Chatu Chak,13.83213996887207,100.57577514648438,Private room,1150,1,0,346,0
Vadhana,13.74014,100.5676,Entire home/apt,2571,7,2,169,2
Chatu Chak,13.832144737243652,100.57581329345705,Private room,1150,1,0,346,0
Chatu Chak,13.83211898803711,100.5757293701172,Private room,1150,1,0,346,0
Vadhana,13.74006,100.5658,Entire home/apt,2700,7,4,102,4
Chatu Chak,13.832159042358398,100.57575225830078,Private room,1150,1,0,346,0
Chatu Chak,13.832088470458984,100.57581329345705,Private room,1150,1,0,346,0
Khlong Toei,13.7377,100.55848,Entire home/apt,1829,2,20,184,20
Khlong Toei,13.71137,100.57951,Entire home/apt,871,7,3,184,3
Phra Khanong,13.68819,100.60701,Entire home/apt,550,30,1,338,1
Bang Na,13.66497,100.63159,Private room,1800,1,0,365,0
Vadhana,13.73761,100.5621,Entire home/apt,2386,1,12,130,12
Vadhana,13.7394,100.56156,Entire home/apt,2100,2,21,49,21
Khlong Toei,13.7234,100.56094,Private room,1209,1,3,365,3
Vadhana,13.74682,100.56291,Entire home/apt,2354,4,0,73,0
Khlong Toei,13.73133,100.56208,Private room,1414,1,17,365,17
Ratchathewi,13.757513046264648,100.5458755493164,Private room,1284,1,1,365,1
Huai Khwang,13.779915523305863,100.57427604232788,Entire home/apt,1330,1,11,52,11
Sathon,13.71593,100.53321,Entire home/apt,1000,30,0,266,0
Vadhana,13.723425,100.58461,Private room,600,1,0,359,0
Din Daeng,13.7657,100.56101,Entire home/apt,2714,1,13,250,13
Ratchathewi,13.75169,100.53303,Entire home/apt,1699,30,1,365,1
Sathon,13.71736,100.5345,Entire home/apt,1000,30,0,259,0
Sathon,13.71795,100.53331,Entire home/apt,1000,30,0,234,0
Khlong Toei,13.71761,100.57621,Entire home/apt,1654,3,13,332,13
Khlong Toei,13.73609,100.56073,Entire home/apt,2183,1,33,118,33
Thawi Watthana,13.79921,100.32955,Private room,1500,1,0,206,0
Sathon,13.71774,100.53405,Entire home/apt,1000,30,0,254,0
Vadhana,13.73947,100.55788,Entire home/apt,2400,1,9,79,9
Vadhana,13.74752,100.55085,Private room,12570,1,0,361,0
Vadhana,13.74593,100.56175,Entire home/apt,3571,9,4,90,4
Chatu Chak,13.832146644592283,100.5757827758789,Private room,1040,1,0,360,0
Khlong Toei,13.72957,100.56177,Private room,1414,1,4,365,4
Chatu Chak,13.831968307495115,100.57575988769533,Private room,1040,1,0,360,0
Chatu Chak,13.832051277160645,100.5758056640625,Private room,1040,1,0,360,0
Chatu Chak,13.832040786743164,100.5757827758789,Private room,1040,1,0,360,0
Chatu Chak,13.832124710083008,100.5757827758789,Private room,1040,1,2,359,2
Chatu Chak,13.83210277557373,100.57579803466795,Private room,1590,1,0,360,0
Chatu Chak,13.832093238830566,100.57575988769533,Private room,1590,1,0,360,0
Chatu Chak,13.832060813903809,100.57585144042967,Private room,1590,1,0,360,0
Khlong Toei,13.72519,100.56241,Private room,1379,1,0,365,0
Chatu Chak,13.832114219665527,100.57579803466795,Private room,1990,1,1,360,1
Khlong Toei,13.73117,100.56156,Private room,1414,1,19,365,19
Chatu Chak,13.832096099853516,100.57579040527344,Private room,1990,1,0,360,0
Thon buri,13.71834,100.4815,Entire home/apt,850,15,3,32,3
Ratchathewi,13.7495,100.5545,Entire home/apt,1200,30,0,258,0
Khlong San,13.708342,100.501068,Private room,2343,1,0,365,0
Chatu Chak,13.83167,100.57493,Private room,1490,1,1,364,1
Huai Khwang,13.7482,100.59668,Private room,6136,1,0,227,0
Huai Khwang,13.74969,100.59738,Private room,6757,1,0,227,0
Huai Khwang,13.74481,100.58436,Entire home/apt,900,2,0,358,0
Lat Krabang,13.73628,100.7444,Entire home/apt,650,1,1,364,1
Sathon,13.70727,100.51758,Entire home/apt,1113,1,14,349,14
Taling Chan,13.79247,100.41429,Private room,4836,1,0,335,0
Vadhana,13.74745,100.5519,Entire home/apt,6199,1,0,361,0
Khlong Toei,13.72237,100.57807,Entire home/apt,3569,2,16,149,16
Vadhana,13.73594,100.58578,Private room,4000,1,0,365,0
Suanluang,13.70872,100.60579,Entire home/apt,650,1,37,303,37
Khlong Toei,13.73587,100.55867,Entire home/apt,3819,5,24,147,24
Samphanthawong,13.74087,100.5101,Entire home/apt,3750,1,3,362,3
Pom Prap Sattru Phai,13.74062,100.51217,Entire home/apt,2488,1,1,320,1
Pom Prap Sattru Phai,13.74091,100.51213,Entire home/apt,7555,1,0,354,0
Khlong Toei,13.72335,100.56231,Private room,1144,1,0,365,0
Vadhana,13.73932,100.5619,Entire home/apt,2100,2,12,59,12
Vadhana,13.74525,100.55466,Entire home/apt,2992,1,20,49,20
Ratchathewi,13.74872,100.55513,Entire home/apt,3022,1,15,56,15
Khlong Toei,13.72346,100.56439,Entire home/apt,2423,2,22,80,22
Sathon,13.71804,100.53298,Entire home/apt,1390,30,1,223,1
Sathon,13.71607,100.5341,Entire home/apt,1000,30,0,253,0
Sathon,13.71323,100.52139,Entire home/apt,1429,1,9,359,9
Sathon,13.71668,100.53261,Entire home/apt,1000,30,0,263,0
Sathon,13.71617,100.53428,Entire home/apt,1000,30,3,195,3
Sathon,13.71755,100.53417,Entire home/apt,1350,30,1,250,1
Huai Khwang,13.7595547161721,100.56840643286704,Entire home/apt,2900,1,0,301,0
Sathon,13.71801,100.53396,Entire home/apt,1000,30,0,233,0
Khlong Toei,13.72353,100.56268,Private room,1144,1,0,365,0
Vadhana,13.7479379,100.5526473,Private room,1000,1,3,365,3
Chatu Chak,13.83132,100.57685,Private room,1090,1,0,364,0
Bang Na,13.66033,100.61783,Entire home/apt,4500,365,0,365,0
Bang Rak,13.72705,100.52569,Entire home/apt,2500,365,0,365,0
Parthum Wan,13.73167,100.5321,Entire home/apt,2000,365,0,365,0
Parthum Wan,13.74271,100.5483,Entire home/apt,700,180,0,128,0
Ratchathewi,13.75637478434786,100.52716074232792,Entire home/apt,1965,2,11,252,11
Chatu Chak,13.84002,100.58165,Entire home/apt,620,30,2,174,2
Phaya Thai,13.7748,100.53388,Private room,7471,1,0,364,0
Sathon,13.71787,100.53255,Entire home/apt,1000,30,1,248,1
Huai Khwang,13.77845,100.57526,Private room,950,1,16,354,16
Ratchathewi,13.75085,100.53864,Entire home/apt,4343,2,2,253,2
Khlong Toei,13.70617,100.59156,Entire home/apt,645,30,0,352,0
Vadhana,13.74612,100.55887,Entire home/apt,5388,2,15,169,15
Chatu Chak,13.82701,100.56686,Entire home/apt,350,365,0,363,0
Bang Khae,13.71535,100.42199,Entire home/apt,650,1,0,364,0
Bang Rak,13.7231730247259,100.52562586963175,Entire home/apt,3214,28,16,260,16
Ratchathewi,13.7571,100.54281,Private room,2500,1,0,173,0
Vadhana,13.72086,100.58519,Entire home/apt,2499,28,3,103,3
Lat Phrao,13.80772,100.60261,Entire home/apt,9143,1,0,358,0
Vadhana,13.72828,100.58906,Private room,850,15,0,330,0
Vadhana,13.737118445655463,100.56681018322706,Entire home/apt,1618,1,1,331,1
Suanluang,13.71142,100.60583,Private room,699,28,0,364,0
Vadhana,13.74152,100.56896,Private room,4086,1,1,358,1
Ratchathewi,13.7539,100.56275,Entire home/apt,1109,60,1,351,1
Ratchathewi,13.75413,100.54715,Shared room,400,1,0,358,0
Sathon,13.72029,100.5496,Private room,1286,1,0,365,0
Chatu Chak,13.83134,100.57648,Private room,1990,1,0,364,0
Sathon,13.72071,100.54777,Private room,1286,1,0,365,0
Sathon,13.71854,100.5479,Private room,1286,1,0,365,0
Huai Khwang,13.76112,100.56865,Entire home/apt,4000,1,22,60,22
Sathon,13.71934,100.54745,Private room,1286,1,1,365,1
Sathon,13.71881,100.54794,Private room,1286,1,0,361,0
Sathon,13.72059,100.54785,Private room,1286,1,0,365,0
Sathon,13.72046,100.54729,Private room,1286,1,0,365,0
Sathon,13.7193,100.5494,Private room,1286,1,1,365,1
Vadhana,13.746865243356726,100.55841727249144,Private room,850,5,0,329,0
Vadhana,13.74396,100.55588,Entire home/apt,1870,5,10,131,10
Phasi Charoen,13.71688,100.45319,Entire home/apt,2200,2,2,353,2
Ratchathewi,13.75142,100.55603,Entire home/apt,2874,3,0,346,0
Ratchathewi,13.75127,100.55651,Entire home/apt,2874,2,0,346,0
Bang Na,13.68151099487886,100.61253949999808,Entire home/apt,1200,20,0,323,0
Ratchathewi,13.75023,100.54362,Entire home/apt,3000,20,1,341,1
Pom Prap Sattru Phai,13.75,100.51117,Private room,1900,3,3,361,3
Ratchathewi,13.75062,100.55631,Entire home/apt,1458,2,0,357,0
Samphanthawong,13.7371215,100.5137349,Private room,1600,1,2,354,2
Ratchathewi,13.75048,100.55648,Entire home/apt,1483,2,0,357,0
Huai Khwang,13.7504751,100.5898581,Entire home/apt,794,4,5,163,5
Ratchathewi,13.75063,100.55458,Entire home/apt,1483,2,0,357,0
Parthum Wan,13.74735,100.54045,Entire home/apt,2457,29,2,95,2
Khlong Toei,13.72268,100.56741,Entire home/apt,4643,7,0,167,0
Khlong Toei,13.72605,100.56489,Entire home/apt,2899,28,3,112,3
Vadhana,13.72789,100.59115,Private room,700,30,2,118,2
Khan Na Yao,13.83666609055804,100.66266864538191,Entire home/apt,1156,14,1,151,1
Din Daeng,13.78724,100.57231,Entire home/apt,1799,2,1,88,1
Sathon,13.71781,100.53395,Entire home/apt,1000,30,0,256,0
Din Daeng,13.762115699762909,100.5652335718277,Private room,700,1,2,359,2
Sathon,13.71744,100.53462,Entire home/apt,1000,30,0,262,0
Khlong Toei,13.72322,100.56116,Private room,1209,1,0,365,0
Khlong Toei,13.72529,100.56233,Private room,1144,1,1,365,1
Khlong Toei,13.72533,100.56082,Private room,1209,1,1,365,1
Khlong Toei,13.72533,100.56229,Private room,1144,1,0,365,0
Khlong Toei,13.72317,100.56201,Private room,1144,1,0,365,0
Khlong Toei,13.72517,100.56135,Private room,1209,1,0,365,0
Khlong Toei,13.72462,100.56268,Private room,1144,1,0,365,0
Khlong Toei,13.72328,100.56178,Private room,1144,1,0,365,0
Khlong Toei,13.72498,100.56076,Private room,1169,1,1,365,1
Khlong Toei,13.72304,100.56104,Private room,1209,1,3,365,3
Khlong Toei,13.72463,100.56061,Private room,1209,1,1,365,1
Khlong Toei,13.72332,100.56241,Private room,1144,1,0,365,0
Khlong Toei,13.72468,100.56242,Private room,1144,1,0,365,0
Khlong Toei,13.72314,100.56199,Private room,1144,1,0,365,0
Phasi Charoen,13.71699,100.4543,Entire home/apt,3000,3,1,322,1
Khlong Toei,13.7255,100.5628,Entire home/apt,1200,30,0,315,0
Khlong Toei,13.72353,100.56054,Private room,1569,1,6,365,6
Khlong Toei,13.72481,100.56061,Private room,1491,1,0,365,0
Vadhana,13.71839,100.58749,Entire home/apt,6857,1,13,161,13
Bangkok Noi,13.74718,100.47721,Entire home/apt,1100,2,3,361,3
Khlong Toei,13.72355,100.56082,Private room,1530,1,1,365,1
Khlong Toei,13.7098378,100.5836915,Entire home/apt,720,90,0,365,0
Suanluang,13.7091748,100.6069796,Entire home/apt,780,1,21,343,21
Phasi Charoen,13.71677,100.45375,Entire home/apt,719,3,3,353,3
Vadhana,13.74775,100.55906,Entire home/apt,2014,28,14,152,14
Sathon,13.716,100.53445,Entire home/apt,1390,30,0,255,0
Sathon,13.71402,100.53392,Entire home/apt,1000,30,0,254,0
Suanluang,13.71209,100.60635,Private room,658,28,1,365,1
Din Daeng,13.789341519616602,100.57227447976229,Private room,800,1,0,364,0
Vadhana,13.7461233,100.5588688,Entire home/apt,6274,2,1,173,1
Vadhana,13.74539,100.55968,Entire home/apt,5431,2,5,141,5
Huai Khwang,13.7596,100.56844,Entire home/apt,3414,1,20,71,20
Vadhana,13.7446,100.55568,Entire home/apt,3800,5,12,171,12
Huai Khwang,13.76028,100.56902,Entire home/apt,4586,1,13,73,13
Vadhana,13.74266,100.55713,Entire home/apt,1870,5,7,145,7
Phra Nakhon,13.76211,100.50132,Private room,1800,2,1,308,1
Phra Nakhon,13.7632264,100.500656,Private room,1800,2,2,308,2
Sathon,13.71587,100.53322,Entire home/apt,1000,30,1,224,1
Khlong San,13.71688715611224,100.50546672195196,Private room,657,1,29,234,29
Bang Khen,13.871832,100.602814,Entire home/apt,783,7,1,268,1
Khlong Sam Wa,13.89925,100.75568,Entire home/apt,1230,7,0,330,0
Vadhana,13.73917,100.56745,Entire home/apt,2571,30,0,119,0
Lat Krabang,13.71675,100.77518,Private room,515,1,0,365,0
Din Daeng,13.7566,100.56422,Entire home/apt,2591,14,0,238,0
Ratchathewi,13.75386,100.56415,Entire home/apt,969,90,6,336,6
Chatu Chak,13.8328,100.57709,Private room,1990,1,0,364,0
Chatu Chak,13.83139,100.57654,Private room,1090,1,0,364,0
Phra Nakhon,13.76202978876978,100.50141425516064,Private room,814,1,6,282,6
Parthum Wan,13.747787545522591,100.51963314414024,Private room,2500,1,0,177,0
Vadhana,13.731914377408865,100.5978667455078,Entire home/apt,5786,2,16,338,16
Khlong Toei,13.7241,100.56421,Entire home/apt,2316,2,11,55,11
Sathon,13.7213868,100.5474698,Private room,580,27,0,269,0
Vadhana,13.7460247,100.5596613,Entire home/apt,5204,1,2,312,2
Khlong Toei,13.707502222562717,100.57422911296251,Private room,1600,45,0,365,0
Chatu Chak,13.83282,100.57485,Private room,1490,1,0,364,0
Phra Nakhon,13.76037,100.50289,Private room,807,1,27,307,27
Suanluang,13.727406,100.6415231,Private room,550,1,0,365,0
Vadhana,13.7340002,100.5825445,Entire home/apt,5000,30,0,365,0
Suanluang,13.74611131180573,100.6019501388073,Private room,2700,1,0,365,0
Vadhana,13.731831,100.5971801,Entire home/apt,6000,2,4,65,4
Khlong Toei,13.724370784912727,100.56615389895022,Entire home/apt,1608,1,6,74,6
Din Daeng,13.78665,100.57274,Entire home/apt,1499,1,0,90,0
Phasi Charoen,13.71991,100.45676,Entire home/apt,1214,5,1,365,1
Khlong Toei,13.73727,100.55647,Entire home/apt,2200,7,2,320,2
Vadhana,13.73968,100.56267,Entire home/apt,2150,1,33,278,33
Sathon,13.71609,100.53234,Entire home/apt,1390,30,1,255,1
Khlong Toei,13.70397,100.59346,Entire home/apt,1500,7,2,153,2
Phaya Thai,13.77434,100.53368,Private room,8500,1,1,364,1
Khlong Toei,13.73632,100.55884,Entire home/apt,4950,1,34,40,34
Khlong Toei,13.72093,100.57832,Private room,1184,1,2,75,2
Khlong Toei,13.72761,100.57172,Entire home/apt,1831,28,2,106,2
Samphanthawong,13.73061,100.51376,Entire home/apt,2998,1,0,365,0
Ratchathewi,13.76040579868889,100.5364215068848,Entire home/apt,2533,28,3,335,3
Bang Rak,13.72581046587014,100.53822807340332,Private room,3571,1,101,304,101
Huai Khwang,13.77798,100.5745,Private room,950,1,8,354,8
Huai Khwang,13.77519,100.57612,Private room,1020,1,1,251,1
Bang Rak,13.725888886371504,100.53822132275393,Private room,3571,1,9,304,9
Vadhana,13.73983,100.56732,Entire home/apt,2700,7,4,138,4
Bang Rak,13.725857619043346,100.53821059391788,Private room,3571,1,6,359,6
Bang Rak,13.725826351710998,100.53832861111452,Private room,7429,1,6,302,6
Khlong Toei,13.73533,100.55699,Entire home/apt,1871,1,21,222,21
Khlong Toei,13.72924,100.57006,Entire home/apt,2999,28,1,133,1
Bang Sue,13.81836410119408,100.52807103842495,Private room,1380,3,3,345,3
Sathon,13.7099,100.5209,Entire home/apt,1200,3,1,84,1
Bang Phlat,13.77532,100.48496,Entire home/apt,1100,7,7,288,7
Phaya Thai,13.78732,100.54564,Entire home/apt,2899,1,0,365,0
Phra Khanong,13.7047547,100.6020916,Entire home/apt,1290,14,1,42,1
Khlong Toei,13.7289,100.56125,Entire home/apt,6983,1,20,342,20
Huai Khwang,13.77995,100.57529,Entire home/apt,1522,1,17,332,17
Vadhana,13.74232,100.58804,Entire home/apt,1905,1,18,319,18
Khlong Toei,13.7376873,100.5533109,Entire home/apt,1100,1,7,324,7
Phra Khanong,13.68497,100.60397,Entire home/apt,850,5,3,116,3
Bang Rak,13.725789949419084,100.53826095977176,Private room,3071,1,4,302,4
Phaya Thai,13.7948,100.54984,Private room,871,1,6,291,6
Khlong Toei,13.725393460284591,100.57093147474806,Private room,659,30,3,70,3
Sathon,13.71016,100.51907,Entire home/apt,1153,3,5,342,5
Lat Krabang,13.72694,100.71931,Private room,750,1,5,134,5
Bang Phlat,13.80066,100.50941,Entire home/apt,420,30,1,300,1
Khlong Toei,13.71603,100.5896,Private room,900,14,1,137,1
Bang Khen,13.8882293,100.6030556,Private room,534,2,1,348,1
Phaya Thai,13.78327,100.54229,Entire home/apt,2950,15,7,190,7
Phasi Charoen,13.7166,100.45349,Entire home/apt,801,3,2,325,2
Vadhana,13.73364,100.56679,Private room,1357,5,6,360,6
Khlong Toei,13.73332,100.56528,Entire home/apt,1231,1,9,333,9
Khlong Toei,13.71616,100.57604,Private room,1257,1,3,343,3
Bang Phlat,13.79978,100.50791,Entire home/apt,400,30,1,316,1
Chom Thong,13.713874607604216,100.46865105628969,Private room,1300,90,0,365,0
Ratchathewi,13.75114,100.54337,Entire home/apt,2500,29,1,145,1
Lat Phrao,13.807770704603914,100.60260325670242,Entire home/apt,9514,1,3,359,3
Phra Nakhon,13.7591787,100.5047714,Private room,1900,1,0,353,0
Vadhana,13.73869,100.55989,Entire home/apt,2100,2,29,41,29
